"PathwayKey","Database","ID","Description","RNA_setSize","RNA_NES","RNA_pvalue","RNA_padj","RNA_leadingEdge","Protein_setSize","Protein_NES","Protein_pvalue","Protein_padj","Protein_leadingEdge","DirectionPattern","SharedPvalue","SharedFDR","JointPvalue"
"GO BP:GO:0072577","GO BP","GO:0072577","endothelial cell apoptotic process",55,-0.667235657297737,0.968316831683168,0.991987521714394,"70861/16401/68545/66214/11596/15894/231130/23939/21752/11350/99571/20356/15257/54409/70584/18024/16189/105722",22,-0.837449392006932,0.710843373493976,1,"18803/21825/79264/12562/23939/109880","Both negative",FALSE,FALSE,0.968316831683168
"GO CC:GO:0005657","GO CC","GO:0005657","replication fork",76,0.69015366423525,0.968627450980392,0.989514296284551,"28000/27354/19687/71702/13433/19076/72749/21767/80905/21853/102871/18538/66131/18140/668205/58186/54380/66404/13990/66233/12144/18969/93762",27,0.758675713693414,0.818965517241379,0.938891103581157,"106344/52915/66233/68275/54380/68240/11545/22210/19687/19891/53317/15270/18538","Both positive",FALSE,FALSE,0.968627450980392
"GO BP:GO:1901186","GO BP","GO:1901186","positive regulation of ERBB signaling pathway",25,0.740769996799376,0.826961770623742,0.938053791924204,"68585/56044/19664/208994/29816/14103/192192/227333/58184/215114/108686",12,-0.560560064593362,0.968824940047962,1,"108686/227333/50877/68585/29816/215114/24064","Opposite",FALSE,FALSE,0.968824940047962
"GO BP:GO:0150011","GO BP","GO:0150011","regulation of neuron projection arborization",13,1.14669203945789,0.27536231884058,0.665485162180814,"13544/80883/270163/22418/171171/13542/71751",10,-0.567182244915412,0.969047619047619,1,"270163/74053/13385/11426","Opposite",FALSE,FALSE,0.969047619047619
"GO BP:GO:0051150","GO BP","GO:0051150","regulation of smooth muscle cell differentiation",32,1.13927365205647,0.278225806451613,0.668353295426526,"243931/244723/12159/14180/81702/13433/214384/20656/225518/54720",11,0.554388322875219,0.969387755102041,1,"16590/18569/81702","Both positive",FALSE,FALSE,0.969387755102041
"GO MF:GO:0003725","GO MF","GO:0003725","double-stranded RNA binding",81,1.50819383827901,0.0189954977437361,0.131036738672891,"71586/67300/20744/230073/101613/214597/227613/72831/26919/110532/94223/13211/234311/13204/104721/320007/170744/22763/56417/29819/109711",44,0.638459227314216,0.969453376205788,0.996091521608412,"17254/214597/66801/320007/15516","Both positive",FALSE,FALSE,0.969453376205788
"GO BP:GO:0007517","GO BP","GO:0007517","muscle organ development",342,0.926657767394279,0.674698795180723,0.876043993015149,"18810/244059/107831/110532/22431/15357/17260/79221/12159/11865/71472/12823/71371/65256/12023/66354/12825/22410/434246/12156/26556/17681/22003/56504/17684/16905/15213/21393/380664/14234/12292/75805/13813/18121/63958/17888/17300/11695/74182/22418/214384/217082/13717/239719/117606/241431/66139/20471/53321/71999/18015/16795/21954/17261/14251/20273/21924/57784/16002/54720/22634/211323/243853/215031/19664/67040/16193/227325/59011/11600/18507/225115/24087/26903/22160/11474/16653/16656/12043/108655/12568/13405/382639/107765/16814/17878/18935/23925",121,0.714288988385967,0.969788519637462,1,"21924/94245/53620/12166/18176/105787/66354/72949/13138/12387/17938/17904/56449/83962/12064/14251/70417/20467/16795/13653/72508/14225/11819/666794/17260/67367/30928","Both positive",FALSE,FALSE,0.969788519637462
"GO BP:GO:0032496","GO BP","GO:0032496","response to lipopolysaccharide",265,-0.772182375704399,0.969879518072289,0.991987521714394,"19225/12229/268857/66166/117149/57349/215257/21390/11491/14062/16803/18035/20375/266632/230738/56744/20778/20311/68652/235527/26417/110279/19106/18173/54644/22259/15975/231130/21423/12524/16176/18125/102626/18104/216963/109815/15900/12608/26400/16523/59079/11350/22038/16175/18439/20568/20309/20310/14728/21869/11628/50701/225471/12042/80859/70312/234779/97165/11532/12514/231086/13051/212937/229898/56615/83433/18033/17084/11848/13618/12523/12567/11651/14870/67245/76959/76681/67836/26362/13115/16179/240354/70097/56722/22121/171285/14528",96,-1.23140883965263,0.0914285714285714,0.55520939334638,"11848/21672/56615/97165/22083/17079/77134/74337/11350/66824/18754/22026/14870/192159/11303/74637/20496/17533/22352/57443/11532/67245/14158/59079/22169/16452/20851/56744/69601/16859/216963/70097/11757/26400/12628/18750/19697/20846/109815/18439/12457/13136","Both negative",FALSE,FALSE,0.969879518072289
"GO BP:GO:0007260","GO BP","GO:0007260","tyrosine phosphorylation of STAT protein",67,0.643790895617434,0.969939879759519,0.991987521714394,"18413/52023/16451/217039/16452/19255/16000/16159/13869/21936/20459/12703/16193",23,1.12608052123822,0.289608177172061,0.794223581379545,"16590/12978/15468/107566/18983/15163/19255/14184","Both positive",FALSE,FALSE,0.969939879759519
"GO BP:GO:0007589","GO BP","GO:0007589","body fluid secretion",84,1.29119730277298,0.100196463654224,0.431829010959091,"53416/101613/12847/53883/11941/13666/68365/228355/16531/11830/74244/20850/13869/18605/22337/11826/83671/22063/102247/15251/106042/12306/16534/67443/216233",38,0.640996186584829,0.970125786163522,1,"22282/11829/53883/68365/18102/279561/11821/12305/102247/11793/13869","Both positive",FALSE,FALSE,0.970125786163522
"GO BP:GO:0001707","GO BP","GO:0001707","mesoderm formation",63,1.18596970541527,0.208924949290061,0.599720323625519,"13836/20472/12159/68151/17126/19084/241324/15194/14234/13813/18121/17300/22418/18999/20997/17293",20,-0.595461865071951,0.970223325062035,1,"11477/80294/14182/19084/226352/26940/11426/15194","Opposite",FALSE,FALSE,0.970223325062035
"GO BP:GO:0009062","GO BP","GO:0009062","fatty acid catabolic process",104,-2.21001711402317,3.01699512855514e-07,3.18996951592563e-05,"100705/230784/113868/106648/11409/12896/11450/74114/106861/11370/56794/11430/14245/18534/52538/11364/320204/67885/170716/216188/57742/231086/328845/270076/74551/72054/104158/66968/52665/76574/67528/97212/12894/110826/11651/23986/110959/93732/67460/15108/64385/19300/56357/93747/13167/11363/15107/224530/13177/20280/69772/110842",70,-0.699433455109939,0.970238095238095,1,"110446/12894/433256/15488/19299/12908/66253/16922/93747/216188/11652/110842/71985/15108/11992/12896/97212/26874/19300/56690/11409/20524/56794/11370/11666/56717/26569/66841","Both negative",FALSE,FALSE,0.970238095238095
"GO MF:GO:0043236","GO MF","GO:0043236","laminin binding",31,0.619737589425124,0.970238095238095,0.992724583250281,"57764/11502/20563/215798/269855/243853",19,-1.26394114308265,0.157647058823529,0.593795093795094,"16403/21825/11423/18073/94242/14733/83436","Opposite",FALSE,FALSE,0.970238095238095
"GO BP:GO:0060191","GO BP","GO:0060191","regulation of lipase activity",74,-1.07064163177695,0.336673346693387,0.70233806597443,"22259/12524/14254/22260/20304/11812/11350/19063/15444/26361/11517/15461/18673/66968/11848/11807/11843/18799/11606/14173/14674/18595/14184/14182",37,0.647447209625128,0.970266040688576,1,"14682/11517/19063/12034/11606/14184/18786/11856/20617/16952/14674/17118","Opposite",FALSE,FALSE,0.970266040688576
"GO BP:GO:0032928","GO BP","GO:0032928","regulation of superoxide anion generation",28,-1.51352765673655,0.0407371682975037,0.263441993556946,"20655/14678/74096/11651/14870/18753/16173/11606/68891",15,0.545529453022226,0.97029702970297,1,"17762/11606","Opposite",FALSE,FALSE,0.97029702970297
"KEGG:mmu05217","KEGG","mmu05217","Basal cell carcinoma",62,0.815274476528487,0.846303501945525,0.88937882988886,"14365/13544/12159/56637/22410/12156/22420/22409/216795/12575/22418/13197/22417/93897",12,0.555618981524231,0.97037037037037,0.97659069325736,"12387/13542","Both positive",FALSE,FALSE,0.97037037037037
"GO BP:GO:0009311","GO BP","GO:0009311","oligosaccharide metabolic process",49,-1.23532659524376,0.168,0.536700400791007,"20444/110173/15212/171167/20443/50935/26938/75731/241159/241230/14120/20452/14667",19,-0.583905481458852,0.97051597051597,1,"18010/74245/50877/17159/11605/110208/73744/20451/109880","Both negative",FALSE,FALSE,0.97051597051597
"GO BP:GO:0006346","GO BP","GO:0006346","DNA methylation-dependent heterochromatin formation",29,1.12429868641447,0.286610878661088,0.671439960940156,"99982/54343/20586/13433/104271/223828/13435/75339/237339/84505/74522",13,0.540828520262148,0.970540098199673,1,"17192","Both positive",FALSE,FALSE,0.970540098199673
"GO BP:GO:0051481","GO BP","GO:0051481","negative regulation of cytosolic calcium ion concentration",23,-0.597956552564872,0.970645792563601,0.992325857239615,"18125/13856/58994/20192/110213/98660",16,0.676681508003235,0.869782971619366,1,"18166","Opposite",FALSE,FALSE,0.970645792563601
"GO CC:GO:0097546","GO CC","GO:0097546","ciliary base",47,-0.952046691806134,0.549494949494949,0.734598186450038,"69325/74025/74934/17349/17274/22158/53885/16513/75429/66573/75563",18,-0.605686322945373,0.970731707317073,0.997964632659259,"216618/382571/264134/245866/68099","Both negative",FALSE,FALSE,0.970731707317073
"GO MF:GO:0008474","GO MF","GO:0008474","palmitoyl-(protein) hydrolase activity",10,-0.53184212537022,0.970772442588727,0.992724583250281,"216169/226016/19063/70178/213012",10,1.04177159248816,0.436077057793345,0.843136771695124,"70178/19063/216169","Opposite",FALSE,FALSE,0.970772442588727
"GO MF:GO:0046875","GO MF","GO:0046875","ephrin receptor binding",32,1.18742874060889,0.22020202020202,0.539892904953146,"11820/17973/13640/12569/217692/53972/14784/11826/13641/13642",25,0.604025465045736,0.970840480274443,0.996091521608412,"12928/20779","Both positive",FALSE,FALSE,0.970840480274443
"GO BP:GO:0001959","GO BP","GO:0001959","regulation of cytokine-mediated signaling pathway",144,1.03474229179497,0.378,0.732711793772697,"101613/56715/18472/22165/17381/56480/69807/20698/15944/53323/19255/20563/227331/213541/19053/54450/22418/74337/94088/14063/16145/17952/100038882/56417/223723/20847/15251/16193/67445/74186/11600/19016/14581/547253/229096/16149/22030/18983/432940/19268/80985/19014/21906",55,-0.668529107643651,0.971014492753623,1,"20698/18600/56045/11806/56480/68350/19053/106025/22030/69721/100038882","Opposite",FALSE,FALSE,0.971014492753623
"GO BP:GO:0061082","GO BP","GO:0061082","myeloid leukocyte cytokine production",63,0.983972788553515,0.482758620689655,0.791366211691991,"68585/56228/230073/56715/245860/21809/104721/22418/381485/192195/17874/55991/100689/13345/22160/72162/16149/20361",22,0.59528959996873,0.971039182282794,1,"67116/16590/17319/56715/64297/12491/14127","Both positive",FALSE,FALSE,0.971039182282794
"GO BP:GO:0043605","GO BP","GO:0043605","amide catabolic process",21,-1.51504757595417,0.0400331198313288,0.260737442696859,"19193/230718/18242/381101/56720/19125/76974/212647/212933/18950",11,0.545024971294908,0.97108843537415,1,"27045/230718/11486/50773/14544/381101/18950/18242/212647/19125/76952","Opposite",FALSE,FALSE,0.97108843537415
"GO BP:GO:0006206","GO BP","GO:0006206","pyrimidine nucleobase metabolic process",14,1.03338164517328,0.413721413721414,0.755302017209762,"56717/66588/26413/51797",11,0.536253345740848,0.97108843537415,1,"99586/22247/26413/51797/66588","Both positive",FALSE,FALSE,0.97108843537415
"GO CC:GO:0030315","GO CC","GO:0030315","T-tubule",72,1.74103435998979,0.00204939241398846,0.0129453287483605,"67300/109676/238161/110876/81904/20265/11548/14719/21809/11928/12293/70729/11549/12295/12292/16515/12289/13383/381290/11931/22337/20541/54378",48,-0.65338612301654,0.971128608923885,0.997964632659259,"98660/109676/11928/22782/54377/12296/18754/19684/12289/16508/11735/140492/11931/14719/12288/20544/67300","Opposite",FALSE,FALSE,0.971128608923885
"GO BP:GO:0048880","GO BP","GO:0048880","sensory system development",400,1.21567176011156,0.051792828685259,0.319935448081093,"72759/21916/13836/110380/102774/11622/71997/22431/270120/22157/18759/12159/69453/83429/11923/77579/244585/12142/21834/15165/14180/12964/20586/21838/11830/114715/12161/12837/53404/208936/50769/237979/18771/13078/17342/241324/101809/268482/58235/67661/17684/26401/19378/81896/17158/14234/12292/21821/19662/21823/12577/74168/17300/244152/76743/12368/18514/230824/19274/13383/170731/225998/16147/236266/12677/93760/13193/104382/14688/320500/11826/216560/23928/18015/16795/29819/244891/226407/213081/73660/56847/15251/20848/12970/243853/30923/14221/16772/106042/13508/12628/50530/329165/17536/12951/232906/11789/13392/226641/12288/229759/16917/13345/17268/12954/14824/22160/12832/71492/12168/18516/67269/19893/12043/23965/216274/13390/17339/18935/19213/18508/14107/16323/12958/19242/232946",148,-0.776906247694734,0.971246006389776,1,"106042/76260/18514/114715/268396/18186/11537/19893/21916/71492/11789/22352/12266/29876/18213/16772/21823/71997/19763/100121/11423/170731/11668/19242/12259/226407/66993/12368/12628/16886/58208/27078/16779/12288/114716/77579/18015/24064","Opposite",FALSE,FALSE,0.971246006389776
"GO BP:GO:0048259","GO BP","GO:0048259","regulation of receptor-mediated endocytosis",130,1.61966576694171,0.00169327592232801,0.0299835933780609,"16410/213326/20239/18222/11771/23969/56715/11820/98366/104015/16568/107065/72685/20404/69727/20616/17957/22370/11773/269336/269994/232227/16416/100102/16470/13645/54609/13132/68423/14251/20379/269774/56044/18195/27418/211323/229521/14265/109689/94190/13642/12306/11600/29816/24047/18717/18750",90,-0.73067941137887,0.971428571428571,1,"18806/19259/72685/12512/68420/109689/13385/18222/64383/104015/13430/29816/15444/12266/215114/11305/51789/232227/98366/11773/18750/14745/24071/73178/12488/11771/22370","Opposite",FALSE,FALSE,0.971428571428571
"GO BP:GO:1901136","GO BP","GO:1901136","carbohydrate derivative catabolic process",154,0.982309844747141,0.493069306930693,0.794377310071433,"18573/75894/18577/68292/14544/17381/230815/15452/71891/233038/107569/23956/17156/214254/19156/242202/14430/14466/18010/230101/93685/74091/71207/15366/18605/26358/11605/75612/70025",90,-0.709033565015252,0.971428571428571,1,"18010/74245/50762/18753/13010/14420/23959/50877/105446/11717/269614/14555/245847/333433/269378/11605/224794/76952/50917/66848/72269/15452/56045/56690/110006/11668/11666/12499/59007/14733/18577/20544/18605","Opposite",FALSE,FALSE,0.971428571428571
"GO BP:GO:0035710","GO BP","GO:0035710","CD4-positive, alpha-beta T cell activation",124,0.713181604225415,0.971486761710794,0.992349005763444,"20849/56717/20852/16364/65113/11977/57765/19883/15944/252838/12487/14347/16159/13136/30925/93685/20351/12703/16190/20848/16193/54215/72310/24047/108655/16952/108723/16396/16160",29,-1.47343459810237,0.0415168955194318,0.396445832717949,"18762/16396/105855/12400/16859/56717/208650/109880/214162/59009/13136","Opposite",FALSE,FALSE,0.971486761710794
"GO BP:GO:0042102","GO BP","GO:0042102","positive regulation of T cell proliferation",117,0.689993875573323,0.971544715447154,0.992349005763444,"17311/102657/17973/16452/15944/12487/16000/667803/16159/13136/20850/72049/12721/15006/13641/16008/16002/16193/69165/15039/170786/11534/24047/12511/16952/108723/16160",37,-1.41080494939785,0.0592273917837846,0.468012527232651,"20533/11534/16452/20851/22042/80795/11629/20739/12509/14964/13136","Opposite",FALSE,FALSE,0.971544715447154
"GO BP:GO:0002819","GO BP","GO:0002819","regulation of adaptive immune response",212,0.761509891491515,0.971943887775551,0.992596913079217,"19368/20852/17685/11622/65113/17260/667281/57765/16452/16016/13482/105352/107823/17350/12487/78473/14347/64817/53331/667803/16159/63953/433693/232811/13136",55,-1.07386771849746,0.307246376811594,0.802133797647702,"16452/72103/22042/100561/22030/72544/14964/16016/18439/13136","Opposite",FALSE,FALSE,0.971943887775551
"GO BP:GO:0001935","GO BP","GO:0001935","endothelial cell proliferation",165,-0.743310292804131,0.972111553784861,0.992608353003566,"16401/16476/13386/11491/66214/14165/58991/12771/329941/20778/19108/11596/15368/93759/21812/11541/14254/20683/69745/16413/71093/13057/18053/19130/12165/18158/22340/328133/14343/21828/20356/67122/97165/14066/30878/14178/228852/20692/28106/11651/13722/68833/11816/208188/69683/14173/73754/18760/14184/14609/16840/14182/17242",63,-1.16007304943816,0.214705882352941,0.722578191400595,"74769/240185/14182/11789/22084/13809/12390/15530/68833/18803/21825/11806/16413/79264/11946/11818/18750/56717/24071/20846/13166/18015/74370","Both negative",FALSE,FALSE,0.972111553784861
"GO BP:GO:0032479","GO BP","GO:0032479","regulation of type I interferon production",133,1.09823811060213,0.244897959183673,0.640145304104336,"71586/230073/19261/245860/213211/17381/56480/15944/13211/20846/218832/70428/52513/170744/67526/235626/16145/100038882/67486/17874/27041/19280/68039/15519/76338/19043/14251/13205/242691/71609/17472/668155/19696/72162/224023/18101/14433/26554/217365/81897",46,0.65048117408088,0.972136222910217,1,"67526/22230/56438/22632/54131/15519/14251","Both positive",FALSE,FALSE,0.972136222910217
"GO MF:GO:0045499","GO MF","GO:0045499","chemorepellent activity",29,1.76451514663292,0.00853831116781091,0.0783855483902039,"20346/399558/20347/13640/13482/20563/20351/18183/20355/211323/108151/20354/20358/20361",16,-0.553362569781296,0.972350230414747,0.996091521608412,"20355/20361/13841/11806","Opposite",FALSE,FALSE,0.972350230414747
