"Accession","GeneName","GeneID","Description","MissingFractionControl","MissingFractionAsphyxia"
"G5E870","Trip12","14897","E3 ubiquitin-protein ligase TRIP12",0,0
"Q5DTT2","Psd","73728","PH and SEC7 domain-containing protein 1",0,0
"Q6PHU5","Sort1","20661","Sortilin",0,0
"P62897","Cycs","13063","Cytochrome c, somatic",0,0
"Q99MB7","Rnf141","67150","RING finger protein 141",0,0
"P07901","Hsp90aa1","15519","Heat shock protein HSP 90-alpha",0,0
"E9PZJ8","Ascc3","77987","Activating signal cointegrator 1 complex subunit 3",0,0
"Q9Z123","Sema4f","20355","Semaphorin-4F",0,0
"E9Q4S1","Pde8b","218461","High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B",0,0
"Q99J39","Mlycd","56690","Malonyl-CoA decarboxylase, mitochondrial",0,0
"Q8K3K8","Optn","71648","Optineurin",0,0
"Q6URW6","Myh14","71960","Myosin-14",0,0
"Q8JZN7","Rhot2","214952","Mitochondrial Rho GTPase 2",0,0
"Q61165","Slc9a1","20544","Sodium/hydrogen exchanger 1",0,0
"Q8K212","Pacs1","107975","Phosphofurin acidic cluster sorting protein 1",0,0
"Q3TIR1","Trappc13","66975","Trafficking protein particle complex subunit 13",0,0
"Q9D154","Serpinb1a","66222","Leukocyte elastase inhibitor A",0,0
"Q8BQZ4","Ralgapb","228850","Ral GTPase-activating protein subunit beta",0,0
"Q9JM96","Cdc42ep4","56699","Cdc42 effector protein 4",0,0
"Q9ESJ0","Xpo4","57258","Exportin-4",0,0
"Q80V26","Bpnt2","242291","Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase",0,0
"Q8BIJ6","Iars2","381314","Isoleucine--tRNA ligase, mitochondrial",0,0
"Q9JHW2","Nit2","52633","Omega-amidase NIT2",0,0
"Q8BMS1","Hadha","97212","Trifunctional enzyme subunit alpha, mitochondrial",0,0
"Q9Z1W9","Stk39","53416","STE20/SPS1-related proline-alanine-rich protein kinase",0,0
"Q6P5E4","Uggt1","320011","UDP-glucose:glycoprotein glucosyltransferase 1",0,0
"Q9D0R2","Tars1","110960","Threonine--tRNA ligase 1, cytoplasmic",0,0
"Q9CPY7","Lap3","66988","Cytosol aminopeptidase",0,0
"Q91YN0","Ferry3","28040","FERRY endosomal RAB5 effector complex subunit 3",0,0
"Q5SW75","Ssh2","237860","Protein phosphatase Slingshot homolog 2",0,0
"Q5SSZ5","Tns3","319939","Tensin-3",0,0
"Q8BH64","Ehd2","259300","EH domain-containing protein 2",0,0
"P58544","Btbd1","83962","BTB/POZ domain-containing protein 1",0,0
"Q61102","Abcb7","11306","Iron-sulfur clusters transporter ABCB7, mitochondrial",0,0
"P19137","Lama1","16772","Laminin subunit alpha-1",0,0
"Q9D0F9","Pgm1","72157","Phosphoglucomutase-1",0,0
"Q7TN98","Cpeb4","67579","Cytoplasmic polyadenylation element-binding protein 4",0,0
"Q9JHU9","Isyna1","71780","Inositol-3-phosphate synthase 1",0,0
"P97449","Anpep","16790","Aminopeptidase N",0,0
"Q9Z1F9","Uba2","50995","SUMO-activating enzyme subunit 2",0,0
"Q9D4H1","Exoc2","66482","Exocyst complex component 2",0,0
"Q8K009","Aldh1l2","216188","Mitochondrial 10-formyltetrahydrofolate dehydrogenase",0,0
"Q8R0Y6","Aldh1l1","107747","Cytosolic 10-formyltetrahydrofolate dehydrogenase",0,0
"Q3UDW8","Hgsnat","52120","Heparan-alpha-glucosaminide N-acetyltransferase",0,0
"Q6IMP4","Panx2","406218","Pannexin-2",0,0
"Q9Z1X4","Ilf3","16201","Interleukin enhancer-binding factor 3",0,0
"Q8BNY6","Ncs1","14299","Neuronal calcium sensor 1",0,0
"Q7TQK5","Ccdc93","70829","Coiled-coil domain-containing protein 93",0,0
"Q8R3I2","Mboat2","67216","Membrane-bound glycerophospholipid O-acyltransferase 2",0,0
"Q9WUT3","Rps6ka2","20112","Ribosomal protein S6 kinase alpha-2",0,0
"P16406","Enpep","13809","Glutamyl aminopeptidase",0,0
"Q68FE6","Ripor1","75687","Rho family-interacting cell polarization regulator 1",0,0
"Q91YJ5","Mtif2","76784","Translation initiation factor IF-2, mitochondrial",0,0
"Q9JKC6","Cend1","57754","Cell cycle exit and neuronal differentiation protein 1",0,0
"Q61609","Slc20a1","20515","Sodium-dependent phosphate transporter 1",0,0
"Q6PCX9","Trim37","68729","E3 ubiquitin-protein ligase TRIM37",0,0.25
"Q8BY87","Usp47","74996","Ubiquitin carboxyl-terminal hydrolase 47",0,0
"Q60710","Samhd1","56045","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1",0,0
"Q920M5","Coro6","216961","Coronin-6",0,0
"O89053","Coro1a","12721","Coronin-1A",0,0
"Q923G2","Polr2h","245841","DNA-directed RNA polymerases I, II, and III subunit RPABC3",0,0
"P20357","Map2","17756","Microtubule-associated protein 2",0,0
"P97326","Cdh6","12563","Cadherin-6",0,0
"Q80Y55","Bsdc1","100383","BSD domain-containing protein 1",0,0
"Q9EQP2","Ehd4","98878","EH domain-containing protein 4",0,0
"Q68ED2","Grm7","108073","Metabotropic glutamate receptor 7",0,0
"P63321","Rala","56044","Ras-related protein Ral-A",0,0
"Q05D44","Eif5b","226982","Eukaryotic translation initiation factor 5B",0,0
"P62264","Rps14","20044","Small ribosomal subunit protein uS11",0,0
"Q921I1","Tf","22041","Serotransferrin",0,0
"P62881","Gnb5","14697","Guanine nucleotide-binding protein subunit beta-5",0,0
"P09470","Ace","11421","Angiotensin-converting enzyme",0,0
"Q3UNH4","Gprin1","26913","G protein-regulated inducer of neurite outgrowth 1",0,0
"Q3UYK3","Tbc1d9","71310","TBC1 domain family member 9",0.25,0.25
"P54754","Ephb3","13845","Ephrin type-B receptor 3",0,0
"Q812A2","Srgap3","259302","SLIT-ROBO Rho GTPase-activating protein 3",0,0
"Q91Z69","Srgap1","117600","SLIT-ROBO Rho GTPase-activating protein 1",0,0
"O88485","Dync1i1","13426","Cytoplasmic dynein 1 intermediate chain 1",0,0
"P70336","Rock2","19878","Rho-associated protein kinase 2",0,0
"Q9CPW3","Mrpl54","66047","Large ribosomal subunit protein mL54",0,0
"Q8BZR9","Ncbp3","66874","Nuclear cap-binding protein subunit 3",0,0
"Q80TE7","Lrrc7","242274","Leucine-rich repeat-containing protein 7",0,0
"Q9DBC3","Cmtr1","74157","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1",0,0
"Q04519","Smpd1","20597","Sphingomyelin phosphodiesterase",0,0
"Q8K3A0","Hscb","100900","Iron-sulfur cluster co-chaperone protein HscB",0,0
"A2AV25","Fibcd1","98970","Fibrinogen C domain-containing protein 1",0,0
"Q99JB8","Pacsin3","80708","Protein kinase C and casein kinase II substrate protein 3",0,0
"Q5SVR0","Tbc1d9b","76795","TBC1 domain family member 9B",0,0
"P80560","Ptprn2","19276","Receptor-type tyrosine-protein phosphatase N2",0,0
"Q9DBX3","Susd2","71733","Sushi domain-containing protein 2",0,0
"Q80YN3","Bcas1","76960","Breast carcinoma-amplified sequence 1 homolog",0,0
"Q60974","Ncor1","20185","Nuclear receptor corepressor 1",0,0
"Q7TQ95","Lnpk","69605","Endoplasmic reticulum junction formation protein lunapark",0,0
"Q9EPU0","Upf1","19704","Regulator of nonsense transcripts 1",0,0
"Q8R059","Gale","74246","UDP-glucose 4-epimerase",0,0
"Q02819","Nucb1","18220","Nucleobindin-1",0,0
"A2AQ25","Skt","208618","Sickle tail protein",0,0
"P35123","Usp4","22258","Ubiquitin carboxyl-terminal hydrolase 4",0,0
"Q80UG5","Septin9","53860","Septin-9",0,0
"O55131","Septin7","235072","Septin-7",0,0
"P28661","Septin4","18952","Septin-4",0,0
"Q9Z1S5","Septin3","24050","Neuronal-specific septin-3",0,0
"Q5F2E7","Nufip2","68564","FMR1-interacting protein NUFIP2",0,0
"Q8K2F0","Brd3","67382","Bromodomain-containing protein 3",0,0
"Q80YR5","Safb2","224902","Scaffold attachment factor B2",0,0
"P23818","Gria1","14799","Glutamate receptor 1",0,0
"Q3TY86","Aifm3","72168","Apoptosis-inducing factor 3",0,0
"P31001","Des","13346","Desmin",0,0
"Q99ME9","Gtpbp4","69237","GTP-binding protein 4",0,0
"Q9DB72","Btbd17","72014","BTB/POZ domain-containing protein 17",0,0
"Q8CFI5","Pars2","230577","Probable proline--tRNA ligase, mitochondrial",0,0
"Q08943","Ssrp1","20833","FACT complex subunit SSRP1",0,0
"Q3U213","Serac1","321007","Protein SERAC1",0,0
"P57716","Ncstn","59287","Nicastrin",0,0
"Q91VK1","Bzw2","66912","eIF5-mimic protein 1",0,0
"Q8BJL0","Smarcal1","54380","SNF2 related chromatin remodeling annealing helicase 1",0,0
"Q3V3N7","Bbs1","52028","BBSome complex member BBS1",0,0
"P49025","Cit","12704","Citron Rho-interacting kinase",0,0
"Q8BVG4","Dpp9","224897","Dipeptidyl peptidase 9",0,0
"Q62318","Trim28","21849","Transcription intermediary factor 1-beta",0,0
"Q9Z2G0","Fem1b","14155","Protein fem-1 homolog B",0,0
"P16546","Sptan1","20740","Spectrin alpha chain, non-erythrocytic 1",0,0
"Q923W1","Tgs1","116940","Trimethylguanosine synthase",0,0
"Q5XJY4","Parl","381038","Presenilin-associated rhomboid-like protein, mitochondrial",0,0
"Q61024","Asns","27053","Asparagine synthetase [glutamine-hydrolyzing]",0,0
"Q8VCV1","Abhd17c","70178","Alpha/beta hydrolase domain-containing protein 17C",0,0
"Q7M759","Abhd17b","226016","Alpha/beta hydrolase domain-containing protein 17B",0,0
"P19783","Cox4i1","12857","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",0,0
"Q64322","Npdc1","18146","Neural proliferation differentiation and control protein 1",0,0
"P50516","Atp6v1a","11964","V-type proton ATPase catalytic subunit A",0,0
"Q9ER81","Tor1aip2","240832","Torsin-1A-interacting protein 2, isoform IFRG15",0,0
"Q8BP92","Rcn2","26611","Reticulocalbin-2",0,0
"Q7TNC4","Luc7l2","192196","Putative RNA-binding protein Luc7-like 2",0,0
"Q8VEE4","Rpa1","68275","Replication protein A 70 kDa DNA-binding subunit",0,0
"Q8BND5","Qsox1","104009","Sulfhydryl oxidase 1",0,0
"Q8K2G4","Bbs7","71492","BBSome complex member BBS7",0,0
"Q80TL1","Adcy2","210044","Adenylate cyclase type 2",0,0
"Q3UHD9","Agap2","216439","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",0,0
"O54941","Smarce1","57376","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1",0,0
"Q9ET77","Jph3","57340","Junctophilin-3",0,0
"Q9WVA2","Timm8a1","30058","Mitochondrial import inner membrane translocase subunit Tim8 A",0.25,0
"Q9WTQ5","Akap12","83397","A-kinase anchor protein 12",0,0
"Q8C0D9","Cep68","216543","Centrosomal protein of 68 kDa",0,0
"Q80WC7","Agfg2","231801","Arf-GAP domain and FG repeat-containing protein 2",0,0
"E9PZ19","Igsf9b","235086","Protein turtle homolog B",0,0
"O88834","Shd","20420","SH2 domain-containing adapter protein D",0,0
"Q91YI0","Asl","109900","Argininosuccinate lyase",0,0
"O88428","Papss2","23972","Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2",0,0
"P11679","Krt8","16691","Keratin, type II cytoskeletal 8",0,0.5
"Q61818","Rai1","19377","Retinoic acid-induced protein 1",0.25,0
"O08917","Flot1","14251","Flotillin-1",0,0
"P63325","Rps10","67097","Small ribosomal subunit protein eS10",0,0
"Q8K183","Pdxk","216134","Pyridoxal kinase",0,0
"P97765","Wbp2","22378","WW domain-binding protein 2",0,0
"Q9CXF4","Tbc1d15","66687","TBC1 domain family member 15",0,0
"A2CG49","Kalrn","545156","Kalirin",0,0
"Q6PGL7","Washc2","28006","WASH complex subunit 2",0,0
"Q8K1N4","Spats2","72572","Spermatogenesis-associated serine-rich protein 2",0,0
"Q0KL02","Trio","223435","Triple functional domain protein",0,0
"Q8R3F5","Mcat","223722","Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",0,0
"Q8R151","Znfx1","98999","NFX1-type zinc finger-containing protein 1",0,0
"Q8R1N4","Nudcd3","209586","NudC domain-containing protein 3",0,0
"Q9QXV0","Pcsk1n","30052","ProSAAS",0,0
"P05202","Got2","14719","Aspartate aminotransferase, mitochondrial",0,0
"Q3UQ84","Tars2","71807","Threonine--tRNA ligase, mitochondrial",0,0
"Q80U87","Usp8","84092","Ubiquitin carboxyl-terminal hydrolase 8",0,0
"P52734","Fgd1","14163","FYVE, RhoGEF and PH domain-containing protein 1",0,0
"Q8VCG4","C8g","69379","Complement component C8 gamma chain",0.5,0.5
"Q60625","Icam5","15898","Intercellular adhesion molecule 5",0,0
"Q8VDM6","Hnrnpul1","232989","Heterogeneous nuclear ribonucleoprotein U-like protein 1",0,0
"Q922D4","Ppp6r3","52036","Serine/threonine-protein phosphatase 6 regulatory subunit 3",0,0
"P10493","Nid1","18073","Nidogen-1",0,0
"P62812","Gabra1","14394","Gamma-aminobutyric acid receptor subunit alpha-1",0,0
"Q8R0A0","Gtf2f2","68705","General transcription factor IIF subunit 2",0,0
"P06801","Me1","17436","NADP-dependent malic enzyme",0,0
"Q6P6M7","Sepsecs","211006","O-phosphoseryl-tRNA(Sec) selenium transferase",0,0
"Q91V14","Slc12a5","57138","Solute carrier family 12 member 5",0,0
"Q8VE92","Rbm4b","66704","RNA-binding protein 4B",0,0
"Q6GQT9","Nomo1","211548","BOS complex subunit NOMO1",0,0
"Q0GNC1","Inf2","70435","Inverted formin-2",0,0
"Q8CCT4","Tceal5","331532","Transcription elongation factor A protein-like 5",0,0
"Q61147","Cp","12870","Ceruloplasmin",0,0
"Q8R4U7","Luzp1","269593","Leucine zipper protein 1",0,0
"A2RSJ4","Bltp3b","75089","Bridge-like lipid transfer protein family member 3B",0,0
"P26645","Marcks","17118","Myristoylated alanine-rich C-kinase substrate",0,0
"P48428","Tbca","21371","Tubulin-specific chaperone A",0,0
"Q14CH0","Fam171b","241520","Protein FAM171B",0,0
"O08672","Kifc2","16581","Kinesin-like protein KIFC2",0,0
"Q6PDY2","Ado","211488","2-aminoethanethiol dioxygenase",0,0
"P70208","Plxna3","18846","Plexin-A3",0,0
"Q9Z1P7","Kank3","80880","KN motif and ankyrin repeat domain-containing protein 3",0,0
"Q8C8R3","Ank2","109676","Ankyrin-2",0,0
"Q9CW07","Ppp1r3g","76487","Protein phosphatase 1 regulatory subunit 3G",0,0
"Q3UH93","Plxnd1","67784","Plexin-D1",0,0
"Q9ERI6","Rdh14","105014","Retinol dehydrogenase 14",0,0
"Q8BHK2","Scn3b","235281","Sodium channel regulatory subunit beta-3",0,0
"Q9ERG2","Strn3","94186","Striatin-3",0,0
"Q8K296","Mtmr3","74302","Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR3",0,0
"Q9WV92","Epb41l3","13823","Band 4.1-like protein 3",0,0
"D3YVF0","Akap5","238276","A-kinase anchor protein 5",0,0
"Q60675","Lama2","16773","Laminin subunit alpha-2",0,0
"P35564","Canx","12330","Calnexin",0,0
"O35143","Atp5if1","11983","ATPase inhibitor, mitochondrial",0,0
"Q61081","Cdc37","12539","Hsp90 co-chaperone Cdc37",0,0
"Q62418","Dbnl","13169","Drebrin-like protein",0,0
"Q9CZP7","Cdc37l1","67072","Hsp90 co-chaperone Cdc37-like 1",0,0
"Q9Z0R6","Itsn2","20403","Intersectin-2",0,0
"Q3UTQ8","Cdkl5","382253","Cyclin-dependent kinase-like 5",0,0
"Q9JIL5","Tulp4","68842","Tubby-related protein 4",0,0
"P55302","Lrpap1","16976","Alpha-2-macroglobulin receptor-associated protein",0,0
"Q9ERA6","Tfip11","54723","Tuftelin-interacting protein 11",0,0
"Q9CXW4","Rpl11","67025","Large ribosomal subunit protein uL5",0,0
"Q8BG51","Rhot1","59040","Mitochondrial Rho GTPase 1",0,0
"Q5SNZ0","Ccdc88a","108686","Girdin",0,0
"Q921H8","Acaa1a","113868","3-ketoacyl-CoA thiolase A, peroxisomal",0,0
"E9Q7G0","Numa1","101706","Nuclear mitotic apparatus protein 1",0,0
"Q9DCJ9","Npl","74091","N-acetylneuraminate lyase",0,0
"Q3UJU9","Rmdn3","67809","Regulator of microtubule dynamics protein 3",0,0
"Q922P8","Tmem132a","98170","Transmembrane protein 132A",0,0
"Q569Z6","Thrap3","230753","Thyroid hormone receptor-associated protein 3",0,0
"Q60631","Grb2","14784","Growth factor receptor-bound protein 2",0,0
"Q8R1U1","Cog4","102339","Conserved oligomeric Golgi complex subunit 4",0,0
"Q3U0K8","Ogfod1","270086","Prolyl 3-hydroxylase OGFOD1",0,0
"Q7TQG1","Plekha6","240753","Pleckstrin homology domain-containing family A member 6",0,0
"P97434","Mprip","26936","Myosin phosphatase Rho-interacting protein",0,0
"P58771","Tpm1","22003","Tropomyosin alpha-1 chain",0,0
"O54834","Arhgap6","11856","Rho GTPase-activating protein 6",0.25,0.25
"Q0VGB7","Ppp4r2","232314","Serine/threonine-protein phosphatase 4 regulatory subunit 2",0,0
"B2RXS4","Plxnb2","140570","Plexin-B2",0,0
"Q99MD9","Nasp","50927","Nuclear autoantigenic sperm protein",0,0
"Q6PHZ5","Rbm15b","109095","Putative RNA-binding protein 15B",0,0
"P23953","Ces1c","13884","Carboxylesterase 1C",0,0
"Q9DCV4","Rmdn1","66302","Regulator of microtubule dynamics protein 1",0,0
"P97445","Cacna1a","12286","Voltage-dependent P/Q-type calcium channel subunit alpha-1A",0,0
"O55017","Cacna1b","12287","Voltage-dependent N-type calcium channel subunit alpha-1B",0,0
"Q8CD19","Lancl3","236285","LanC-like protein 3",0,0
"Q9JIW9","Ralb","64143","Ras-related protein Ral-B",0,0
"Q99PT1","Arhgdia","192662","Rho GDP-dissociation inhibitor 1",0,0
"Q9D753","Exosc8","69639","Exosome complex component RRP43",0,0
"Q9Z1K5","Arih1","23806","E3 ubiquitin-protein ligase ARIH1",0,0
"Q8BHG9","Cggbp1","106143","CGG triplet repeat-binding protein 1",0,0
"Q8BGB7","Enoph1","67870","Enolase-phosphatase E1",0,0
"Q9D4J7","Phf6","70998","PHD finger protein 6",0,0
"Q9DBB8","Dhdh","71755","Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",0,0
"O35594","Ift81","12589","Intraflagellar transport protein 81 homolog",0,0
"Q91WB2","Plpp7","227721","Inactive phospholipid phosphatase 7",0.25,0
"Q61466","Smarcd1","83797","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1",0,0
"Q91XV3","Basp1","70350","Brain acid soluble protein 1",0,0
"Q61646","Hp","15439","Haptoglobin",0,0.25
"P28658","Atxn10","54138","Ataxin-10",0,0
"Q69ZH9","Arhgap23","58996","Rho GTPase-activating protein 23",0,0
"Q6GQU6","Lingo3","237403","Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3",0,0
"Q9QYR6","Map1a","17754","Microtubule-associated protein 1A",0,0
"Q8VE97","Srsf4","57317","Serine/arginine-rich splicing factor 4",0,0
"Q9DB41","Slc25a18","71803","Mitochondrial glutamate carrier 2",0,0
"Q8CDG3","Vcpip1","70675","Deubiquitinating protein VCPIP1",0,0
"Q8BK75","Elp6","72341","Elongator complex protein 6",0,0
"P49446","Ptpre","19267","Receptor-type tyrosine-protein phosphatase epsilon",0,0
"Q8K370","Acad10","71985","Acyl-CoA dehydrogenase family member 10",0,0
"Q60673","Ptprn","19275","Receptor-type tyrosine-protein phosphatase-like N",0,0
"Q8BTM8","Flna","192176","Filamin-A",0,0
"Q9JHR7","Ide","15925","Insulin-degrading enzyme",0,0
"Q6PB66","Lrpprc","72416","Leucine-rich PPR motif-containing protein, mitochondrial",0,0
"Q7TPD3","Robo2","268902","Roundabout homolog 2",0,0
"Q6ZPY7","Kdm3b","277250","Lysine-specific demethylase 3B",0,0
"Q8K268","Abcf3","27406","ATP-binding cassette sub-family F member 3",0,0
"Q6ZPZ3","Zc3h4","330474","Zinc finger CCCH domain-containing protein 4",0,0
"Q60738","Slc30a1","22782","Proton-coupled zinc antiporter SLC30A1",0,0
"O54774","Ap3d1","11776","AP-3 complex subunit delta-1",0,0
"Q9D906","Atg7","74244","Ubiquitin-like modifier-activating enzyme ATG7",0,0
"Q8BK26","Fbxo44","230903","F-box only protein 44",0,0
"Q99P47","Cntnap4","170571","Contactin-associated protein-like 4",0,0
"Q9ES89","Extl2","58193","Exostosin-like 2",0,0
"Q9ES97","Rtn3","20168","Reticulon-3",0,0
"P42232","Stat5b","20851","Signal transducer and activator of transcription 5B",0,0
"Q9R0N0","Galk1","14635","Galactokinase",0,0
"Q68FF6","Git1","216963","ARF GTPase-activating protein GIT1",0,0
"Q5SUC9","Sco1","52892","Cytochrome c oxidase assembly factor SCO1",0,0
"Q9Z2W8","Gria4","14802","Glutamate receptor 4",0,0
"O55003","Bnip3","12176","BCL2/adenovirus E1B 19 kDa protein-interacting protein 3",0,0
"Q99ME2","Wdr6","83669","tRNA (34-2'-O)-methyltransferase regulator WDR6",0,0
"Q61771","Kif3b","16569","Kinesin-like protein KIF3B",0,0
"Q8BH55","Thnsl1","208967","Threonine synthase-like 1",0,0
"Q99MR6","Srrt","83701","Serrate RNA effector molecule homolog",0,0
"Q9CQ80","Vps25","28084","Vacuolar protein-sorting-associated protein 25",0,0
"Q8CHG7","Rapgef2","76089","Rap guanine nucleotide exchange factor 2",0,0
"Q3TLI0","Trappc10","216131","Trafficking protein particle complex subunit 10",0,0
"P97467","Pam","18484","Peptidyl-glycine alpha-amidating monooxygenase",0,0
"Q05BC3","Eml1","68519","Echinoderm microtubule-associated protein-like 1",0,0
"O35066","Kif3c","16570","Kinesin-like protein KIF3C",0,0
"P08775","Polr2a","20020","DNA-directed RNA polymerase II subunit RPB1",0,0
"Q8VHH5","Agap3","213990","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",0,0
"Q8K2F8","Lsm14a","67070","Protein LSM14 homolog A",0,0
"O08788","Dctn1","13191","Dynactin subunit 1",0,0
"Q69ZW3","Ehbp1","216565","EH domain-binding protein 1",0,0
"Q8BKT7","Thoc5","107829","THO complex subunit 5 homolog",0,0
"Q9D0L4","Adck1","72113","AarF domain-containing protein kinase 1",0,0
"P29037","Tbp","21374","TATA-box-binding protein",0,0
"Q3UTZ3","Trappc14","231807","Trafficking protein particle complex subunit 14",0,0
"Q924T7","Rnf31","268749","E3 ubiquitin-protein ligase RNF31",0,0
"O54988","Slk","20874","STE20-like serine/threonine-protein kinase",0,0
"Q8VDM4","Psmd2","21762","26S proteasome non-ATPase regulatory subunit 2",0,0
